what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1469004289207
started,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1469004289265
os,sysinfo,,,"win32",1469004289271
arch,sysinfo,,,"x86",1469004289271
ws,sysinfo,,,"win32",1469004289271
locale,sysinfo,,,"en_US",1469004289271
processors,sysinfo,,,"4",1469004289271
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1469004289272
java.runtime.version,sysinfo,,,"1.8.0_60-b27",1469004289272
java.specification.name,sysinfo,,,"Java Platform API Specification",1469004289272
java.specification.vendor,sysinfo,,,"Oracle Corporation",1469004289272
java.specification.version,sysinfo,,,"1.8",1469004289272
java.vendor,sysinfo,,,"Oracle Corporation",1469004289272
java.version,sysinfo,,,"1.8.0_60",1469004289272
java.vm.info,sysinfo,,,"mixed mode",1469004289272
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1469004289272
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1469004289272
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1469004289272
java.vm.specification.version,sysinfo,,,"1.8",1469004289272
java.vm.vendor,sysinfo,,,"Oracle Corporation",1469004289272
java.vm.version,sysinfo,,,"25.60-b23",1469004289272
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1469004289743
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1469004290250
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1469004290577
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1469004290704
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1469004621278
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1469004627148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1469004627195
