what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1477498500074
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1477498500101
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1477498500510
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1477498502385
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1477498502564
started,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1477498503467
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1477498516315
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1477498516315
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1477498518128
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1477498520105
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1477498525056
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1477498525436
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1477498525752
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1477502110043
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1477502110595
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1477502110699
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1477502111075
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1477502111127
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1477502113350
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1477502113710
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1477502114446
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1477502114502
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1477502114566
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1477502121752
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1477502136072
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1477502136821
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1477502137837
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1477502144506
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1477502144526
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1477502144702
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502154752
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502212588
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502224073
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502250474
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1477502250786
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502300420
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502301626
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1477502306251
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1477502335836
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1477502335848
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1477502335912
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502338906
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502340609
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502343353
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502353787
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1477502353899
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502364254
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502374931
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1477502421112
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1477502456297
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1477502461103
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1477502461139
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1477502461191
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502473473
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502475072
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502478915
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502485838
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502486362
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502498351
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1477502498455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502520263
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502572820
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502660452
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502674452
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1477502678591
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1477502682679
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1477502718162
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502726828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502728336
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502730882
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502733212
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1477502734598
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1477502734606
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1477502734816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502737269
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1477502745912
