what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.8.0_45-b15",1437404032731
java.specification.name,sysinfo,,,"Java Platform API Specification",1437404032731
java.specification.vendor,sysinfo,,,"Oracle Corporation",1437404032731
java.specification.version,sysinfo,,,"1.8",1437404032731
java.vendor,sysinfo,,,"Oracle Corporation",1437404032731
java.version,sysinfo,,,"1.8.0_45",1437404032731
java.vm.info,sysinfo,,,"mixed mode",1437404032731
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1437404032731
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1437404032731
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1437404032731
java.vm.specification.version,sysinfo,,,"1.8",1437404032731
java.vm.vendor,sysinfo,,,"Oracle Corporation",1437404032731
java.vm.version,sysinfo,,,"25.45-b02",1437404032731
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1437404032736
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1437404032867
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1437404033311
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1437404033368
started,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1437404033513
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1437406708457
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437406713651
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1437406713922
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1437406718076
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437406721947
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1437407343956
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1437407344288
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1437407348040
